# composition,0.6LiCl-0.4MgCl2
# source,Numbers, 2026
# temperature_K,870
# raw_file,0.60LiCl-0.40MgCl2_Numbers_2026_870.0_AP.csv
# savgol,False
# grid_points,2000
r (A),Cl-Cl,Li-Cl,Li-Li,Li-Mg,Mg-Cl,Mg-Mg
0.5920629064532266,0.0,0.0,0.0,0.0,0.0,0.0
0.5973024012006002,0.0,0.0,0.0,0.0,0.0,0.0
0.6025418959479739,0.0,0.0,0.0,0.0,0.0,0.0
0.6077813906953476,0.0,0.0,0.0,0.0,0.0,0.0
0.6130208854427213,0.0,0.0,0.0,0.0,0.0,0.0
0.618260380190095,0.0,0.0,0.0,0.0,0.0,0.0
0.6234998749374687,0.0,0.0,0.0,0.0,0.0,0.0
0.6287393696848423,0.0,0.0,0.0,0.0,0.0,0.0
0.6339788644322161,0.0,0.0,0.0,0.0,0.0,0.0
0.6392183591795897,0.0,0.0,0.0,0.0,0.0,0.0
0.6444578539269634,0.0,0.0,0.0,0.0,0.0,0.0
0.6496973486743371,0.0,0.0,0.0,0.0,0.0,0.0
0.6549368434217108,0.0,0.0,0.0,0.0,0.0,0.0
0.6601763381690845,0.0,0.0,0.0,0.0,0.0,0.0
0.6654158329164581,0.0,0.0,0.0,0.0,0.0,0.0
0.6706553276638318,0.0,0.0,0.0,0.0,0.0,0.0
0.6758948224112056,0.0,0.0,0.0,0.0,0.0,0.0
0.6811343171585792,0.0,0.0,0.0,0.0,0.0,0.0
0.6863738119059529,0.0,0.0,0.0,0.0,0.0,0.0
0.6916133066533265,0.0,0.0,0.0,0.0,0.0,0.0
0.6968528014007003,0.0,0.0,0.0,0.0,0.0,0.0
0.702092296148074,0.0,0.0,0.0,0.0,0.0,0.0
0.7073317908954476,0.0,0.0,0.0,0.0,0.0,0.0
0.7125712856428214,0.0,0.0,0.0,0.0,0.0,0.0
0.717810780390195,0.0,0.0,0.0,0.0,0.0,0.0
0.7230502751375687,0.0,0.0,0.0,0.0,0.0,0.0
0.7282897698849424,0.0,0.0,0.0,0.0,0.0,0.0
0.733529264632316,0.0,0.0,0.0,0.0,0.0,0.0
0.7387687593796898,0.0,0.0,0.0,0.0,0.0,0.0
0.7440082541270635,0.0,0.0,0.0,0.0,0.0,0.0
0.7492477488744371,0.0,0.0,0.0,0.0,0.0,0.0
0.7544872436218109,0.0,0.0,0.0,0.0,0.0,0.0
0.7597267383691845,0.0,0.0,0.0,0.0,0.0,0.0
0.7649662331165582,0.0,0.0,0.0,0.0,0.0,0.0
0.7702057278639319,0.0,0.0,0.0,0.0,0.0,0.0
0.7754452226113056,0.0,0.0,0.0,0.0,0.0,0.0
0.7806847173586793,0.0,0.0,0.0,0.0,0.0,0.0
0.7859242121060529,0.0,0.0,0.0,0.0,0.0,0.0
0.7911637068534266,0.0,0.0,0.0,0.0,0.0,0.0
0.7964032016008004,0.0,0.0,0.0,0.0,0.0,0.0
0.801642696348174,0.0,0.0,0.0,0.0,0.0,0.0
0.8068821910955477,0.0,0.0,0.0,0.0,0.0,0.0
0.8121216858429213,0.0,0.0,0.0,0.0,0.0,0.0
0.8173611805902951,0.0,0.0,0.0,0.0,0.0,0.0
0.8226006753376688,0.0,0.0,0.0,0.0,0.0,0.0
0.8278401700850424,0.0,0.0,0.0,0.0,0.0,0.0
0.8330796648324161,0.0,0.0,0.0,0.0,0.0,0.0
0.8383191595797899,0.0,0.0,0.0,0.0,0.0,0.0
0.8435586543271635,0.0,0.0,0.0,0.0,0.0,0.0
0.8487981490745372,0.0,0.0,0.0,0.0,0.0,0.0
0.8540376438219108,0.0,0.0,0.0,0.0,0.0,0.0
0.8592771385692846,0.0,0.0,0.0,0.0,0.0,0.0
0.8645166333166583,0.0,0.0,0.0,0.0,0.0,0.0
0.8697561280640319,0.0,0.0,0.0,0.0,0.0,0.0
0.8749956228114056,0.0,0.0,0.0,0.0,0.0,0.0
0.8802351175587793,0.0,0.0,0.0,0.0,0.0,0.0
0.885474612306153,0.0,0.0,0.0,0.0,0.0,0.0
0.8907141070535267,0.0,0.0,0.0,0.0,0.0,0.0
0.8959536018009003,0.0,0.0,0.0,0.0,0.0,0.0
0.9011930965482741,0.0,0.0,0.0,0.0,0.0,0.0
0.9064325912956477,0.0,0.0,0.0,0.0,0.0,0.0
0.9116720860430214,0.0,0.0,0.0,0.0,0.0,0.0
0.9169115807903951,0.0,0.0,0.0,0.0,0.0,0.0
0.9221510755377688,0.0,0.0,0.0,0.0,0.0,0.0
0.9273905702851425,0.0,0.0,0.0,0.0,0.0,0.0
0.9326300650325161,0.0,0.0,0.0,0.0,0.0,0.0
0.9378695597798898,0.0,0.0,0.0,0.0,0.0,0.0
0.9431090545272636,0.0,0.0,0.0,0.0,0.0,0.0
0.9483485492746372,0.0,0.0,0.0,0.0,0.0,0.0
0.9535880440220109,0.0,0.0,0.0,0.0,0.0,0.0
0.9588275387693846,0.0,0.0,0.0,0.0,0.0,0.0
0.9640670335167583,0.0,0.0,0.0,0.0,0.0,0.0
0.969306528264132,0.0,0.0,0.0,0.0,0.0,0.0
0.9745460230115056,0.0,0.0,0.0,0.0,0.0,0.0
0.9797855177588793,0.0,0.0,0.0,0.0,0.0,0.0
0.9850250125062531,0.0,0.0,0.0,0.0,0.0,0.0
0.9902645072536267,0.0,0.0,0.0,0.0,0.0,0.0
0.9955040020010004,0.0,0.0,0.0,0.0,0.0,0.0
1.0007434967483742,0.0,0.0,0.0,0.0,0.0,0.0
1.0059829914957477,0.0,0.0,0.0,0.0,0.0,0.0
1.0112224862431214,0.0,0.0,0.0,0.0,0.0,0.0
1.0164619809904951,0.0,0.0,0.0,0.0,0.0,0.0
1.0217014757378688,0.0,0.0,0.0,0.0,0.0,0.0
1.0269409704852426,0.0,0.0,0.0,0.0,0.0,0.0
1.0321804652326163,0.0,0.0,0.0,0.0,0.0,0.0
1.0374199599799898,0.0,0.0,0.0,0.0,0.0,0.0
1.0426594547273635,0.0,0.0,0.0,0.0,0.0,0.0
1.0478989494747373,0.0,0.0,0.0,0.0,0.0,0.0
1.053138444222111,0.0,0.0,0.0,0.0,0.0,0.0
1.0583779389694847,0.0,0.0,0.0,0.0,0.0,0.0
1.0636174337168582,0.0,0.0,0.0,0.0,0.0,0.0
1.068856928464232,0.0,0.0,0.0,0.0,0.0,0.0
1.0740964232116057,0.0,0.0,0.0,0.0,0.0,0.0
1.0793359179589794,0.0,0.0,0.0,0.0,0.0,0.0
1.0845754127063532,0.0,0.0,0.0,0.0,0.0,0.0
1.0898149074537267,0.0,0.0,0.0,0.0,0.0,0.0
1.0950544022011004,0.0,0.0,0.0,0.0,0.0,0.0
1.1002938969484741,0.0,0.0,0.0,0.0,0.0,0.0
1.1055333916958479,0.0,0.0,0.0,0.0,0.0,0.0
1.1107728864432216,0.0,0.0,0.0,0.0,0.0,0.0
1.116012381190595,0.0,0.0,0.0,0.0,0.0,0.0
1.1212518759379688,0.0,0.0,0.0,0.0,0.0,0.0
1.1264913706853426,0.0,0.0,0.0,0.0,0.0,0.0
1.1317308654327163,0.0,0.0,0.0,0.0,0.0,0.0
1.13697036018009,0.0,0.0,0.0,0.0,0.0,0.0
1.1422098549274635,0.0,0.0,0.0,0.0,0.0,0.0
1.1474493496748372,0.0,0.0,0.0,0.0,0.0,0.0
1.152688844422211,0.0,0.0,0.0,0.0,0.0,0.0
1.1579283391695847,0.0,0.0,0.0,0.0,0.0,0.0
1.1631678339169584,0.0,0.0,0.0,0.0,0.0,0.0
1.168407328664332,0.0,0.0,0.0,0.0,0.0,0.0
1.1736468234117057,0.0,0.0,0.0,0.0,0.0,0.0
1.1788863181590794,0.0,0.0,0.0,0.0,0.0,0.0
1.1841258129064531,0.0,0.0,0.0,0.0,0.0,0.0
1.1893653076538269,0.0,0.0,0.0,0.0,0.0,0.0
1.1946048024012004,0.0,0.0,0.0,0.0,0.0,0.0
1.199844297148574,0.0,0.0,0.0,0.0,0.0,0.0
1.2050837918959478,0.0,0.0,0.0,0.0,0.0,0.0
1.2103232866433216,0.0,0.0,0.0,0.0,0.0,0.0
1.2155627813906953,0.0,0.0,0.0,0.0,0.0,0.0
1.2208022761380688,0.0,0.0,0.0,0.0,0.0,0.0
1.2260417708854425,0.0,0.0,0.0,0.0,0.0,0.0
1.2312812656328163,0.0,0.0,0.0,0.0,0.0,0.0
1.23652076038019,0.0,0.0,0.0,0.0,0.0,0.0
